comment,cosine similarity
"It's not about working only 40 hours. It is about being compensated for over 40 hours if you are salaried, but a lower level. I have a high-paying salaried job and I often work over 40 hours and am not compensated for that, but I don't mind because I am compensated well and I'm still paid if I miss a day. Imagine if you were a manager of a McDonald's and were salaried at $36,000 per year, but expected to work 60-70 hours per week. Your hourly wage ends up being around $11 per hour, which is less than the minimum wage in some states. ",0.949827822544147
"The vast fraction of the H12-B employees are electronic engineers and computer programmers,  or related skills.<br/><br/>When the employer's ""certifty"" that they cannot hire domestically ... what they mean i that they cannot hire a young, pliant fire-tomorrow employee willing to work 60 hours a week and get paid for 40 ... and that 40 they are paid for at a rate which someone who is paying off college loans will not take.",0.949825750865372
"I'm not against internships (it helps to have something even marginally relevant on your brand-new resume), but they've become another way of devaluing work. <br/><br/>I've seen an unconscionable number of ads these days requiring large amounts of skill for abysmal pay. One I saw yesterday insisted that applicants have Smartphones with GPS, at a rate of pay that would not support a Smartphone. I constantly see ads for writing jobs that want to own all rights but offer little or even NO upfront pay. I even saw one that wanted a someone who could both write a biography and work as a shepherd, building fences and so on! (No, I am not kidding.)<br/><br/>People horribly devalue work and even skills these days. It seems that half our population think they're budding plutocrats whom others should be happy to work for in exchange for ""exposure"" or a starvation wage. I know too many people who are doing the same jobs for less money, simply because it's become the rule. It's got to stop, or we will have no middle class. Work deserves pay; skilled work deserves decent pay. And those hiring should get off their high horses and stop thinking they're doing people a favor by exploiting them. <br/><br/>As someone else said, if you can't pay your workers an appropriate wage, you don't have a viable business. It's nothing to be proud of. Neither is asking people with extensive skills to use them in your service for $10-12 an hour—or nothing at all.",0.949752871523555
"People who are shocked by this article, you need to understand that Amazon is not the only place like this. I worked in a start-up that was similar and I know friends in law, consulting, tech, accounting, you name it, that are working 10-12 hour days 7 days a week. Sometimes they don't even get full-time employee contracts, just temporary X month long gigs. The 9-5 is quickly going the way of the dodo.<br/>People who say that employees are free to leave whenever they want to, you're right. But it's not like these guys are going to leave for better balanced jobs. Like  I said, there are TONS of jobs out there that are similar, maybe even the only available option in their fields. And if ex-Amazon employees are truly addicted to the work culture, they're going to bring it with them, helping to erase work-life balance for the rest of us.<br/>Lastly, people who say that this kind of work culture is a good thing for Amazon or the employers like it, are you absolutely sure that the benefits are worth the costs? This has got to cost Amazon a ton of money in constant recruiting, employee buyouts, and on boarding.  Or just the general inefficiency caused by employees having to rework strategies because their coworkers disappear or are burned out. Maybe, just maybe, people could work less and still have the same output if they could learn to work as a real team.",0.948944179617457
"I've been an executive where I've worked a min of 60 hrs a week + travel and loved most moments of it.   <br/><br/>But when it becomes part of corporate culture (except perhaps in an understaffed startup), the hours themselves become an objective instead of achieving quality.<br/><br/>Employees should be judged by their efficiency &amp; the quality of their ideas and work, not by whether their car is still in the parking lot.  I have seen tech companies where the employees do little during normal business hours and then perform the company's actual work after 5pm.<br/><br/>I have no problem with a company filtering out the worst employees.  In any company, there are employees who don't bring value.   But Amazon seems to have developed a corporate culture where demeaning employees is seen as a strategy to develop strong leaders and that is most certainly not the same thing as challenging employees to do their best.  Demeaning people is about ego replacing strategy. <br/><br/>In the environment described in the NYT, one would think that Amazon is changing every day.   But I don't see the user experience or the product mix changing often.  So outside of operations, I really have to wonder what it is that these highly pressured employees are actually doing every day that makes such demands on their time, since so much of Amazon's site is automated. <br/><br/>If one doesn't spend time with real people, they'll have no understanding of their needs and won't be able to create a quality and valuable experience for them.",0.947973115142363
"I do not know what it is like to work at Amazon on a full-time basis, but I did work there as a part-time senior workamper at age 76. For three months I worked at a huge warehouse in Fernley, NV, seven football fields long, scanning and counting all kinds of products in thousands of bins for approximately ten hours a day, so that the staff  knew up to the minute where everything was located. My wife worked in a different department, breaking-down boxes of items into smaller packages for easy shipping.   <br/><br/>To be honest...I loved the job, the work environment, and the opportunity to participate in a unique work-space for about 400 seniors, and interact with a large group of employees, that numbered into the thousands.  My department had two well trained managers who previewed our work each day at 6:00 AM sharp, and then again at 1:00 PM.  <br/><br/>What I experienced was an opportunity to work when other employers looked askance at those of us over 70 years old.  Many of the best workers were the immigrants who left me in the dust despite my three advanced degrees.  This was a pathway for many to participate in the American Dream.  Together, my wife and I earned over $14,000 for our three months there, enough to continue our nomadic way of life for another year.  So...we can look at Amazon through different lenses with different views and impressions.  For me, I have high praise for the company.  And, it has the best customer relations in the USA...period.",0.945440986095192
"I have no problem with a company ASKING employees to work long hours, however, the workers should be compensated for every hour of work. As a highly educated worker, if you're being salaried for a 40-hour job, then being forced to work 85, you are probably being compensated at somewhere around minimum wage. Amazon workers should do the math on that and they'd probably be shocked at what they pull in on an hourly rate.    ",0.945089823506235
"I am a former employee in Amazon's legal department.  Prior to working there I spent 5 years on Wall Street working for a top law firm - a demanding and challenging workplace by any measure.  But even that didn't prepare me for the workplace hell of Amazon's corporate offices.<br/><br/>From day one at Amazon the workflow is overwhelming and employees are constantly undermined by a culture of vicious backstabbing.  The designed attrition is real and celebrated, with longer term employees seeing themselves as sitting atop a Darwinian pyramid that chews up and spits out those less willing to sacrifice all other aspects of their lives advancing the Amazon principles.  They view their job not so much as trying to help new employees succeed, but as the second phase of a weeding out (the first phase being the hiring process). I'd say that less than half of the lawyers they hire last more than a year there, and virtually all begin planning their exit strategy within months of arrival.<br/><br/>I'd say morale is low if I didn't think that overstated just how unhappy employees are.  As an example, a colleague who was 8+ months pregnant talked flatly about how much she looked forward to the birth of her first child because she could then take two weeks off for maternity leave.<br/><br/>As for myself, after a few months at Amazon, going back to working late nights, weekends and holidays for Wall Street clients seemed like not such a bad gig by comparison, and my former firm readily welcomed me back.",0.942388079462234
"Happened to me recently. I worked for a large (foreign) software company here in the US. The day I was told of my impending dismissal, my manager said, with regard to training my Indian replacement, ""let's be professional about this."" Professional on my end, but sociopathy on the part of the company.<br/><br/>By the way, the H1-B visa controversy will soon be moot because of better technology: my replacement worked out of his house in Bangalore. Over the month that I trained him, I could often hear his 10-month old infant crying in the background. It became a joke between us.",0.94201100526806
"Placing a value on an employee's contribution to the company is not that difficult. I once owned a service business on a product that must stay working, a business's telephones. The stress is high and there used to be a lot of overtime.<br/>I valued that employee who took another service call at 3:00 knowing it might keep him past five. He may not have been the most technically qualified person but he was dependable. During the 1990 recession I kept all my employees on though there wasn't enough work. I went without pay for a year to do it.  As things improved one employee who had stayed 1/2 hour past five o'clock charged me for the overtime. The fact that he'd had months of pay without working full days didn't come to mind. Fair play was expected on my part but not on his.<br/>I'd kept him on because he could do good work although his coworkers and some customers disliked him because of his bigotry toward those who didn't meet his standard of Christian practice including myself.<br/>At long last he aggravated me enough to be terminated cleanly without running afoul of the Dep't of Labor.<br/>I pay according to your worth to me and my company. You can be the greatest technician in the world and still be worth less than the person who just comes to work dependably and doesn't create problems. That's why I hated being in a forced union job. The incompetent made the same as the best employee and the good employees resent it. ",0.94107780701248
"But what is really left out of these stories is how hard many of us do work, how often we do put in overtime, not because we want to but because we must.  And our employers expect it, even if that overtime has an adverse impact on our lives.  Overtime is never questioned in America.  What is questioned is leaving on time, having a personal life outside of work, having medical needs that must be dealt with during the workday.  We have a culture that claims to value employees, says that employees are the most important thing in a company, that employees should be treated as valuable assets.  Ask any person who has worked in corporate America and the stories that can be told are hair raising.  <br/><br/>At one place I worked a researcher threw a pregnant woman into the wall.  She left the job, he was never reprimanded or fired for such mistreatment.  At another place, one person was allowed to play his music at a volume high enough to deafen us.  Nothing was done in spite of complaints.  I made an appointment one month in advance to see an optometrist, let everyone know, and that day, one hour before I had to go, my supervisor called me to tell me I should have told him.  Then he lied to his supervisor.  I know of another woman who was fired because no one wanted to train her at her new job.  She lasted 6 weeks because of that.<br/><br/>This is corporate America.  This is how the average employee is treated:  like dirt.",0.940278996026029
"I was a lowly sales rep at a F500 company most of my career. I took 3 ""real"" vacations in 30 years, and hardly ever spent a day without multiple email checks and hours on the company's business. The same is true of most people i knew. I was recently laid off, as the company begrudged me benefits, and replaced by 3 (male) contractors.<br/>Meanwhile, the company stock has languished at $40 a share, despite multiple acquisitions and arecent spin of the company into 2 parts.<br/>Yup, that CEO is sure worth 200 of me.",0.939622919306414
"As a former executive I also worked long hours but I also had plenty of time to spend with my family and seldom missed key family events. The Amazon employees know that Bezo's is playing a cruel joke on them with his letter. His HR department is responsible for much of this draconian work environment. I worked for an IT outsourcing firm that also pushed for long hours, but only for exempt employees. Non-exempt staff got to go home on time. Clients were billed for the extra hours but none of the money went to the employee. Our environment wasn't nearly as toxic as Amazon's but we certainly knew better than to complain to the HR department. The NYT story could be dismissed, if it were an isolated story but 60 Minutes also ran a story about the abysmal warehouse working conditions for Amazon employees. And you have hundreds of stories from former Amazon employees flying around the internet about how horrible it is to work there. My advice to Amazon employees is to put up with it as long as you can but leave on your own terms when it is to your advantage. Right now there are a ton of good jobs in the IT field. You might have to relocate to San Jose, but way less rain than Seattle and you will likely get paid more. ",0.939531619051972
"Owning and running a small business, I sometimes feel like my employees would like me to ""take a pay cut"" as if I weren't entitled to my $50k/yr salary (no benefits).  It is class warfare sometimes. I built the business, work on weekends, take calls on my day off, respond to emails at 11pm.  Just the way it is.   And although I have good employees, I resent the notion that I should pay them more, out of my salary: those same employees who work hard when they are here, but are punch-in/punch-out people, seem to always want time off to do fun things when I have to work and ski vacations....it does seem like class warfare at times.  <br/><br/>Although I do think CEO's are ridiculously overpaid, my example shows that certain employees view the management of any business making more than they do as ""unfair"".  Whether or not they are the owners (and most CEO's are just money grubbing, as they have no personal stake in the business and nothing on the line. Heads I win, tails you lose..."".  ",0.939416839643892
"One way we can have more family friendly workplaces, with an added benefit of cutting both unemployment and underemployment is for businesses to hire more people. There was a time when people could go home on time because there were enough workers to get all the work done in the 40 hours per week that's our standard shift requirement. <br/><br/>But then companies started laying off hundreds and thousands of people, expecting the people who didn't get laid off to add to their workload without complaining because, ""After all, they still had jobs."" Over time, hiring the least number of people and expecting them to work all the time became the ""way business is done"".  Many of today's workers have no idea what it's like to work in a well-staffed workplace. So they accept the workplace this article talks about.<br/><br/>If businesses would hire back to the level where they didn't need their workers to stay late and work after they go home, society would be better off in many ways. People would be able to take care of their families. There would be enough people to cover if you have to leave for an emergency, thus there would be less resentment. The economy would get a huge boost because more people would have more money to spend. It's a win-win, unless you're an executive who fears having to take a pay cut or have less profit for the shareholders because you have to pay for all those extra employees. But-they end up paying for themselves as the economy gets that boost.",0.939287540075138
"Article: “Can a Hotel Robot Read a ‘Do Not Disturb’ Sign?”<br/>By ELAINE GLUSAC<br/>The world of technology is advancing more and more every day. Now some hotels and cruise ships have robots doing people’s work for them. If robots can start working for us then what kind of jobs are there going to be left for humans to do. The robot even has feelings to show if it’s happy by making R2D2 noises. If we have robots doing deliveries, check-ins, providing entertainment, and even being a bartender, then where are the people working at. If you were to think about this carefully, you might ask yourself, “Is this even a good idea?” <br/><br/>This may seem like a cool invention, but will we end up thinking this is bad and regret what we have done. Some people might think having robots work might be better because you can program the robot to be nice unlike some people working. For now we leave the easy jobs to the robots and more complex task to humans, but if we can program robots to do one thing then I think robots in the future will be able to do the more complex task. I think we should stop being lazy and be responsible for our own jobs not just letting machines do the work for us because you will never know what might go wrong.",0.938833271061078
"As someone who has been working  in tech for 25 years, this is extreme, but not unbelievable.  For those of you who don't work in Silicon Valley the original sweatshop was (and according to some still is) Apple.  Remember Steve Job's slogan:  ""Working 80rs per Week and loving it!"".   <br/><br/>Behind the iphones, routers, and apps is often a work environment that is uncompromising with high expectations and even higher goals.  For engineers this can be exciting - but is not something that can be sustained.  <br/><br/>I suspect the real reason most ""Amazonians"" are putting up with this horrible life is that they expect to get rich or at least have the opportunity to get rich.    <br/><br/>I don't believe the Amazon propaganda about theexciting work life, etc.  Having experienced this - it is really impossible to have much of a life if you are working 60+ hrs a week.   Amazon is like everyone other high tech company - you are expected to be on email or IM 24/7.   So all of the perks and benefits are false advertising - nice to look at but most never use them. <br/><br/>As an engineer if you slow down or are not working 60hrs you will be managed out.  Whether you're sick or have a family or simply having a bad year is just an unfortunate situation (for the worker).  The machine must move on.<br/><br/>In silicon valley companies are moving to this exact model for workers.  They do not want the majority of their workers for more than 5 yrs. Also - they don't want workers who are +45 years old (too old and too slow).",0.938298881987925
"Amazon seems to be recruiting a lot of people on the east coast, many of my contacts in the data mining/analytics field keep getting calls from amazon recruiters every week! We were all wondering why? with all the talent in the west coast, it would be safe to assume that recruiters might prefer similar talent from silicon valley etc where the culture is the same. This article was an eye opener and it would certainly affect the decisions of some of the people from here in the east coast considering employment at Amazon. Most companies these days are making an effort on the work-life balance thing, it seems Amazon does not care. I wonder how long would Amazon continue doing business this way, might be beneficial for them if some of the smart people they employ come up with an algorithm to take into account work-life balance. Until then, the Amazon orientation material should be titled ""Welcome to the Hunger Games""!!!",0.938171173923129
"I'm a Seattle software company worker and it's not just Amazon - almost all software companies have a culture of competitiveness and working long hours. Working huge amounts of overtime is like a badge of honor and people brag about how much they work. A lot of it's unnecessary and the longer you work, the greater the diminishing marginal returns on your effort. At Microsoft I frequently went home at 5 and was called out by my supervisor, even though I came to work early. And I often didn't see greater productivity on the part of those who worked long hours - just more hallway chit-chat and game playing. I think with reasonable production schedules based on the amount of work rather than arbitrary deadlines and reasonable amounts of overtime (usually more overtime is required the closer you get to the ship date), software companies could do just fine and people could have lives in addition to jobs. Just sayin'. ",0.9376497265329
"In the shift to making shareholders the top priority, the workforce is seen to be a liability, merely a cost to be minimized.  Rather than invest in the workforce, businesses do their best to wring every last dollar from them.  At the higher levels, this comes with certain ""perks"": on-campus cafeterias, daycare centers, fitness centers, dry cleaning services, etc.  Touted as conveniences for the employees, they also coincidentally, reduce the number of reasons they can present for leaving the work site at a decent time.  At the same time, employers don't tell them that they have to work longer hours, they just add to the list of responsibilities, reduce the number of employees who need to accomplish the work.  It's the classic case of offering a promotion without a raise.  At the less prestigious end of the spectrum, we see split shifts, on-call conditions of employment, varying work schedules, greater employment of contingent workers, heavier leaning on temp agencies.  Presented under the guise of ""doing more with less,"" ""working together to get through difficult times,"" ""remaining competitive in a global market,"" it is all designed to maximize profits at the top.  The question never asked of business leaders is: How much money is enough?  When will you have enough profits in your pocket to treat your employees with the same regard that you treat yourself?",0.937376084253087
"I worked for Amazon for over 5 years. It's true, Amazon is hard place to work and it's not for everyone. But it's not really accurate to characterize this as mistreatment because, in my opinion, a lot of the stresses are self-inflicted.<br/><br/>Amazon hires smart and driven people -- a lot of type-A personalities who are used to succeeding and will push themselves to succeed. The company, run by the same types of people, has put in place a culture and hiring system that attracts more of the same. As a result, people push themselves and others very hard.<br/><br/>This is not slave labor. Amazon employees are all at-will employees, they can leave at any time, and they are compensated well. In fact, as mentioned in the article, working at Amazon often makes you attractive to other employers, so it's not like employees can't find work elsewhere. So why do people stay? Because they are the types of people that want to win and want to achieve.<br/><br/>After leaving Amazon I went to work at a small company. I work harder now than I did at Amazon. It turns out it wasn't entirely Amazon that was crazy, it was mostly me.",0.937298816318065
"I am a recruiter for the warehousing industry.  I turned down a position at Amazon based on the management I interviewed with.  I saw a lot of ethical dilemmas and ultimately decided to withdraw my candidacy.   One of the problems, especially with day laborers in the warehouse is the avoidance of offering healthcare.  To comply with the ACA, the production scheduling is keeping employees at under 30 hours, or rotating staff every 2-3 months as ""temporary"" hires, laying them off for 6 months with an eligibility for rehire.<br/><br/>I have had people who were layed off from Amazon who had letters of recommendation supporting good production and good attendance.  Why would you eliminate those people in the warehousing industry.  <br/><br/>Warehousing typically has high rollover and many hires have attendance issues.  This is a given which is why I think Amazon can avoid the scrutiny.  <br/><br/>What I can't figure out is that when Amazon had a ""job fair"", they hired people on the spot so long as they had their high school diploma with them and was told the starting salary was $6.53 an hour, well under the NJ State minimum of $8.38.  I am not sure how they managed that but it is just another thing on the long list of the poor conditions.",0.936512028464301
"I retired early (50) as an occupational safety and health manager for a Federal agency. I was with the Feds for 32 years. Other then my experience in the military, I've never heard of a more stressful work environment, then the one described here. The Amazon workplace is a dystopian nightmare on steroids.  <br/><br/>Frankly, I did know that employees moved frequently from job to job, but a median employee tenure of one year? Wow! That's unbelievable . . . until you read this article. If this is the wave of the future, then I suggest that young people become entrepreneurs, i.e., the old maxim about working twice as hard when you have your own business versus working for someone else is not true in the case of working for Amazon. In short, you'd be better off putting in the 80-85 hours of toil improving your OWN business, then doing the same with Amazon, sans the profits. 'Nuff said. ",0.935129335998363
"You are a very fortunate person, Susie. It looks as though you did crack the code and find the sweet spot in freelancing. Not everyone can or will or should try to become a business owner with the ""product"" being their own self and talents and skills and experience. Not everyone even WANTS to hustle to continually sell themselves and find work, do work, find work while doing work, and fall back on clients who go back some time and distance. Of course, employment coaches are hot to counsel that we are all selling ourselves all the time to find work and keep work of any kind. We have lost so much and fallen so far. ",0.934495322463262
"To the displaced workers I offer a statement I once heard from the CEO of a large conglomerate:<br/><br/>""Have no loyalty to the company, the company will have no loyalty to you, when you get your paycheck at the end of the week we're even.""<br/><br/>It is hard to quantify and justify the worth of good tech workers when things are going smoothly. These folks fell into that trap.  The worth of your tech should not be based on the business running smoothly.  It runs smoothly because of these employees.  Rather the worth should be based on the cost when the tech fails and the business does not run smoothly.<br/><br/>Seems Disney will have an opportunity to examine that cost shortly.<br/><br/>And the number of people displaced by H1B's should alarm people.  The displacement of USA work to overseas for ""as good or better"" has been going on for decades as a method to decrease costs in the short term and ignore infrastructure in the long term.  <br/><br/>I myself was in a meeting where a C-level exec stated he wanted to reduce USA tech workforce from 15% to 5% and in the same meeting lamented the lack of tech workers coming from USA colleges.  Amazing.<br/><br/>There is hope,the pendulum does swing the other way, and occasionally companies recognize that their well-being relies on tech and those companies replace contract positions with company employees.",0.934372419871314
"To encourage employees to turn on one another and report their faults only encourages workplace tension.  Who want to work in an environment that pits employees against one another so they can advance?<br/>No one ever lay on their deathbed saying they wish they would have worked more.  Time spent with family is irreplaceable, and no job is worth the level of stress and sacrifice and unreasonable demands... 80 hour workweeks and being continually told you are unsatisfactory, and being told your loves ones are secondary is no way to run a business.  Happy employees are productive employees, stressed out and under appreciated employees burn out and are not as productive overall and leave. I wont even address the attrition rate.... ",0.93428229381839
"The white collar workers should be thankful that they are not working in the warehouses (Amazon Fullfillment Centers) as warehouse workers (associates). Amazon warehouse workers are underpaid for what they do. If they can last three years, they will only get a two dollar raise (12.xx to 14.xx).<br/><br/>The white collar workers do spend a week working in the warehouse in their Amazon Experience Week (AEW). This is insulting to the regular workers because the AEWs are only there for a short time and are not subject to performance reviews. How would you feel if you were doing your job for months or years and you see people who are making three or more times your salary who are basically there for a show and tell session? The AEWs also barely talk to the warehouse workers during their time there because most of them consider themselves above regular workers.<br/><br/>Amazon is borderline exploiting its FC associates. Amazon corporate employees should have to work in an FC for a month and be subject to evaluations. And they should have to work at an FC for a week every year. Until this happens, white collar workers who are complaining are really just whining because they usually have career options that most FC associates do not have. When will Amazon invite its Fullfillment Center associates to the corporate offices to work there for a week?",0.933588420415788
"PLEASE NOTE: ""The Colonel"" is a consultant in pay for performance.<br/><br/>The Colonel is amused to see these Bezos elites working extra hours for free. Any employer can show higher average productivity if their employees work part of the time free.<br/><br/>Colonel was particularly alarmed to hear that Amazon ""has many open positions."" <br/><br/>There should be no open positions at this retail nirvana; workers should be crying to be let in to work for free. I think Mr. Bezos and a select group of executives at the very top have put over a big retail con, along with its own conduct codes and language (hee, hee). -The Colonel",0.93337596757815
"“If I’m an existing and/or aspiring franchisee, why would I want to expand my business and/or get into franchising if I don’t have the ability to run the day-to-day operations of the business?""<br/><br/>When running your day-to-day business requires exploiting your most vulnerable and  underpaid workers whilst you cash in on the brand that makes your little slice of commerce possible, you'd better believe that the brand that brings home your bacon (and yours theirs) is equally responsible for the exploitation of your laborers.<br/><br/>Yes, you and your laborers work for McDonalds.  Get used to it.",0.932984084607977
"Last time I checked, the 40 hour work week coincided with an economic bonanza that propelled America and its baby boomers to new heights of prosperity.<br/><br/>While no one is forced to work for a tyrant, condoning abusive workplace environments is immoral and says something about the mental health of those that support that model for a 20-year old ""startup"" that can't (doesn't want to) produce a profit and pay some corporate taxes for a change. Apple and Microsoft are fools for paying billions in taxes while Bezos get's away with growing a company that can't possibly justify its P/E.<br/><br/>Working 8 productive hours isn't slacking and ""dead wood"" usually is cleared out in all organizations. Occasional overtime is acceptable (with time off in lieu as compensation), but no employee should feel pressure to answer emails at midnight for fear of losing their jobs. <br/><br/>That's tyranical. ",0.932524778673031
"H1B visas are not mainly given to 'highly skilled technical workers'. They are primarily given to moderately or lower skilled technical workers. I have worked in information technology for over twenty five years and have only met a handful of 'highly skilled' H1B workers. Most are brought over here to do the kind of work companies don't want to pay Stanford grads to do, nothing special just ordinary, often entry level kind of tasks. ",0.931975586545742
